1, none, regions_unexplored:alpha_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2100, forest, regions_unexplored:silver_birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2101, forest, regions_unexplored:silver_birch_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2102, forest, regions_unexplored:silver_birch_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2103, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2104, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2105, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2106, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2107, forest, regions_unexplored:silver_birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2108, forest, regions_unexplored:silver_birch_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2109, forest, regions_unexplored:silver_birch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2110, forest, regions_unexplored:silver_birch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2111, forest, regions_unexplored:silver_birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2112, forest, regions_unexplored:silver_birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2113, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2114, none, minecraft:small_end_islands, MONSTER, alexsmobs:farseer, 30, 1, 1
2115, none, minecraft:small_end_islands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2116, none, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2117, none, minecraft:small_end_islands, CREATURE, alexsmobs:spectre, 10, 1, 2
2118, none, minecraft:small_end_islands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
2119, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:ghoul, 25, 2, 5
2120, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:nightmare, 10, 1, 1
2121, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:reaper, 10, 2, 3
2122, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2123, forest, regions_unexplored:smouldering_woodland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2124, forest, regions_unexplored:smouldering_woodland, MONSTER, alexsmobs:farseer, 30, 1, 1
2125, forest, regions_unexplored:smouldering_woodland, MONSTER, alexsmobs:murmur, 10, 1, 1
2126, forest, regions_unexplored:smouldering_woodland, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2127, forest, regions_unexplored:smouldering_woodland, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2128, forest, regions_unexplored:smouldering_woodland, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2129, forest, regions_unexplored:smouldering_woodland, CREATURE, alexsmobs:raccoon, 10, 2, 4
2130, forest, regions_unexplored:smouldering_woodland, CREATURE, alexsmobs:crow, 10, 3, 5
2131, forest, regions_unexplored:smouldering_woodland, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2132, forest, regions_unexplored:smouldering_woodland, CREATURE, alexsmobs:skunk, 10, 1, 2
2133, forest, regions_unexplored:smouldering_woodland, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2134, forest, regions_unexplored:smouldering_woodland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2135, forest, regions_unexplored:smouldering_woodland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2136, forest, regions_unexplored:smouldering_woodland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2137, forest, regions_unexplored:smouldering_woodland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2138, forest, regions_unexplored:smouldering_woodland, AMBIENT, alexsmobs:fly, 10, 2, 3
2139, forest, regions_unexplored:smouldering_woodland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2140, forest, regions_unexplored:smouldering_woodland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2141, beach, minecraft:snowy_beach, MONSTER, graveyard:nightmare, 10, 1, 1
2142, beach, minecraft:snowy_beach, MONSTER, graveyard:revenant, 25, 5, 8
2143, beach, minecraft:snowy_beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2144, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2145, beach, minecraft:snowy_beach, MONSTER, alexsmobs:farseer, 30, 1, 1
2146, beach, minecraft:snowy_beach, MONSTER, alexsmobs:murmur, 10, 1, 1
2147, beach, minecraft:snowy_beach, MONSTER, fromtheshadows:bulldrogioth, 15, 1, 1
2148, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2149, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2150, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2151, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2152, beach, minecraft:snowy_beach, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2153, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal, 20, 3, 8
2154, beach, minecraft:snowy_beach, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
2155, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
2156, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2157, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2158, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2159, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2160, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
2161, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2162, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
2163, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2164, none, fokastudio:snowy_crimson_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
2165, icy, minecraft:snowy_plains, MONSTER, graveyard:nightmare, 10, 1, 1
2166, icy, minecraft:snowy_plains, MONSTER, graveyard:revenant, 25, 5, 8
2167, icy, minecraft:snowy_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2168, icy, minecraft:snowy_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2169, icy, minecraft:snowy_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
2170, icy, minecraft:snowy_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
2171, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2172, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2173, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2174, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2175, icy, minecraft:snowy_plains, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2176, icy, minecraft:snowy_plains, CREATURE, alexsmobs:moose, 10, 3, 4
2177, icy, minecraft:snowy_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
2178, icy, minecraft:snowy_plains, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
2179, icy, minecraft:snowy_plains, CREATURE, alexsmobs:crow, 10, 3, 5
2180, icy, minecraft:snowy_plains, CREATURE, alexsmobs:tusklin, 18, 3, 5
2181, icy, minecraft:snowy_plains, CREATURE, alexsmobs:bison, 10, 6, 10
2182, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2183, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2184, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2185, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2186, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
2187, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2188, icy, minecraft:snowy_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2189, extreme_hills, minecraft:snowy_slopes, MONSTER, graveyard:nightmare, 10, 1, 1
2190, extreme_hills, minecraft:snowy_slopes, MONSTER, graveyard:revenant, 25, 5, 8
2191, extreme_hills, minecraft:snowy_slopes, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2192, extreme_hills, minecraft:snowy_slopes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2193, extreme_hills, minecraft:snowy_slopes, MONSTER, alexsmobs:farseer, 30, 1, 1
2194, extreme_hills, minecraft:snowy_slopes, MONSTER, alexsmobs:murmur, 10, 1, 1
2195, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2196, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2197, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2198, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2199, extreme_hills, minecraft:snowy_slopes, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2200, extreme_hills, minecraft:snowy_slopes, CREATURE, alexsmobs:sunbird, 10, 1, 1
2201, extreme_hills, minecraft:snowy_slopes, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
2202, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2203, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2204, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2205, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2206, extreme_hills, minecraft:snowy_slopes, AMBIENT, alexsmobs:fly, 10, 2, 3
2207, extreme_hills, minecraft:snowy_slopes, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2208, extreme_hills, minecraft:snowy_slopes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2209, taiga, minecraft:snowy_taiga, MONSTER, graveyard:ghoul, 25, 2, 5
2210, taiga, minecraft:snowy_taiga, MONSTER, graveyard:nightmare, 10, 1, 1
2211, taiga, minecraft:snowy_taiga, MONSTER, graveyard:revenant, 25, 5, 8
2212, taiga, minecraft:snowy_taiga, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2213, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2214, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:farseer, 30, 1, 1
2215, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:murmur, 10, 1, 1
2216, taiga, minecraft:snowy_taiga, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2217, taiga, minecraft:snowy_taiga, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2218, taiga, minecraft:snowy_taiga, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2219, taiga, minecraft:snowy_taiga, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2220, taiga, minecraft:snowy_taiga, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2221, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2222, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 10, 3, 4
2223, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
2224, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
2225, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
2226, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2227, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2228, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2229, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2230, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2231, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
2232, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2233, taiga, minecraft:snowy_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2234, none, fokastudio:snowy_warped_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
2235, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
2236, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:farseer, 30, 1, 1
2237, nether, minecraft:soul_sand_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2238, nether, minecraft:soul_sand_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2239, nether, minecraft:soul_sand_valley, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2240, nether, minecraft:soul_sand_valley, CREATURE, alexsmobs:laviathan, 15, 1, 1
2241, jungle, minecraft:sparse_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2242, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2243, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
2244, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
2245, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2246, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2247, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2248, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2249, jungle, minecraft:sparse_jungle, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2250, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2251, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
2252, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
2253, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
2254, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
2255, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
2256, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2257, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2258, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2259, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2260, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
2261, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2262, jungle, minecraft:sparse_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2263, taiga, regions_unexplored:sparse_redwoods, MONSTER, graveyard:ghoul, 25, 2, 5
2264, taiga, regions_unexplored:sparse_redwoods, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2265, taiga, regions_unexplored:sparse_redwoods, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2266, taiga, regions_unexplored:sparse_redwoods, MONSTER, alexsmobs:farseer, 30, 1, 1
2267, taiga, regions_unexplored:sparse_redwoods, MONSTER, alexsmobs:murmur, 10, 1, 1
2268, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2269, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2270, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2271, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2272, taiga, regions_unexplored:sparse_redwoods, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2273, taiga, regions_unexplored:sparse_redwoods, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2274, taiga, regions_unexplored:sparse_redwoods, CREATURE, alexsmobs:raccoon, 10, 2, 4
2275, taiga, regions_unexplored:sparse_redwoods, CREATURE, alexsmobs:crow, 10, 3, 5
2276, taiga, regions_unexplored:sparse_redwoods, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2277, taiga, regions_unexplored:sparse_redwoods, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2278, taiga, regions_unexplored:sparse_redwoods, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2279, taiga, regions_unexplored:sparse_redwoods, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2280, taiga, regions_unexplored:sparse_redwoods, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2281, taiga, regions_unexplored:sparse_redwoods, AMBIENT, alexsmobs:fly, 10, 2, 3
2282, taiga, regions_unexplored:sparse_redwoods, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2283, taiga, regions_unexplored:sparse_redwoods, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2284, none, regions_unexplored:spires, MONSTER, graveyard:nightmare, 10, 1, 1
2285, none, regions_unexplored:spires, MONSTER, graveyard:revenant, 25, 5, 8
2286, none, regions_unexplored:spires, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2287, none, regions_unexplored:spires, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2288, none, regions_unexplored:spires, MONSTER, alexsmobs:farseer, 30, 1, 1
2289, none, regions_unexplored:spires, MONSTER, alexsmobs:murmur, 10, 1, 1
2290, none, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2291, none, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2292, none, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2293, none, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2294, none, regions_unexplored:spires, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2295, none, regions_unexplored:spires, CREATURE, alexsmobs:moose, 10, 3, 4
2296, none, regions_unexplored:spires, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
2297, none, regions_unexplored:spires, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2298, none, regions_unexplored:spires, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2299, none, regions_unexplored:spires, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2300, none, regions_unexplored:spires, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2301, none, regions_unexplored:spires, AMBIENT, alexsmobs:fly, 10, 2, 3
2302, none, regions_unexplored:spires, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2303, none, regions_unexplored:spires, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2304, savanna, regions_unexplored:steppe, MONSTER, graveyard:nightmare, 10, 1, 1
2305, savanna, regions_unexplored:steppe, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2306, savanna, regions_unexplored:steppe, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2307, savanna, regions_unexplored:steppe, MONSTER, alexsmobs:farseer, 30, 1, 1
2308, savanna, regions_unexplored:steppe, MONSTER, alexsmobs:murmur, 10, 1, 1
2309, savanna, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2310, savanna, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2311, savanna, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2312, savanna, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2313, savanna, regions_unexplored:steppe, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2314, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:gazelle, 40, 7, 7
2315, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:elephant, 30, 3, 5
2316, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:emu, 20, 2, 5
2317, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:kangaroo, 25, 3, 5
2318, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
2319, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
2320, savanna, regions_unexplored:steppe, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2321, savanna, regions_unexplored:steppe, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2322, savanna, regions_unexplored:steppe, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2323, savanna, regions_unexplored:steppe, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2324, savanna, regions_unexplored:steppe, AMBIENT, alexsmobs:fly, 10, 2, 3
2325, savanna, regions_unexplored:steppe, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2326, savanna, regions_unexplored:steppe, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2327, extreme_hills, minecraft:stony_peaks, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2328, extreme_hills, minecraft:stony_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2329, extreme_hills, minecraft:stony_peaks, MONSTER, alexsmobs:farseer, 30, 1, 1
2330, extreme_hills, minecraft:stony_peaks, MONSTER, alexsmobs:murmur, 10, 1, 1
2331, extreme_hills, minecraft:stony_peaks, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2332, extreme_hills, minecraft:stony_peaks, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2333, extreme_hills, minecraft:stony_peaks, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2334, extreme_hills, minecraft:stony_peaks, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2335, extreme_hills, minecraft:stony_peaks, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2336, extreme_hills, minecraft:stony_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
2337, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2338, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2339, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2340, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2341, extreme_hills, minecraft:stony_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
2342, extreme_hills, minecraft:stony_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2343, extreme_hills, minecraft:stony_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2344, none, minecraft:stony_shore, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2345, none, minecraft:stony_shore, MONSTER, alexsmobs:farseer, 30, 1, 1
2346, none, minecraft:stony_shore, MONSTER, alexsmobs:murmur, 10, 1, 1
2347, none, minecraft:stony_shore, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2348, none, minecraft:stony_shore, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2349, none, minecraft:stony_shore, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2350, none, minecraft:stony_shore, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2351, none, minecraft:stony_shore, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2352, none, minecraft:stony_shore, CREATURE, alexsmobs:seal, 20, 3, 8
2353, none, minecraft:stony_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
2354, none, minecraft:stony_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2355, none, minecraft:stony_shore, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2356, none, minecraft:stony_shore, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2357, none, minecraft:stony_shore, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2358, none, minecraft:stony_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
2359, none, minecraft:stony_shore, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2360, none, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
2361, none, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2362, none, minecraft:sunflower_plains, MONSTER, graveyard:nightmare, 10, 1, 1
2363, none, minecraft:sunflower_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2364, none, minecraft:sunflower_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
2365, none, minecraft:sunflower_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
2366, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2367, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2368, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2369, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2370, none, minecraft:sunflower_plains, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
2371, none, minecraft:sunflower_plains, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2372, none, minecraft:sunflower_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
2373, none, minecraft:sunflower_plains, CREATURE, alexsmobs:crow, 10, 3, 5
2374, none, minecraft:sunflower_plains, CREATURE, alexsmobs:bison, 10, 6, 10
2375, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2376, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2377, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2378, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2379, none, minecraft:sunflower_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
2380, none, minecraft:sunflower_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2381, none, minecraft:sunflower_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2382, swamp, minecraft:swamp, MONSTER, graveyard:ghoul, 25, 2, 5
2383, swamp, minecraft:swamp, MONSTER, graveyard:nightmare, 10, 1, 1
2384, swamp, minecraft:swamp, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2385, swamp, minecraft:swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2386, swamp, minecraft:swamp, MONSTER, alexsmobs:farseer, 30, 1, 1
